city_name,locode,region_name,population,fcm_dependency_pct,fcm_dependency_band,poverty_rate,median_household_income,city_id,country_code,disability_prevalence,electricity_access_rate,employment_agriculture_forestry,employment_construction,employment_electricity_gas,employment_in_transport_and_logistics,employment_manufacturing,employment_mining,employment_water_waste,fixed_internet_household_share,home_ownership,indigenous_identification_rate,literacy_rate,mean_years_schooling,public_transport_share,renter_share,unemployment_rate,total_income_2023_mclp,ipp_percapita_2023_mclp,ipp_share_total_pct_2023,total_income_pc_clp,staff_planta_2023,staff_contrata_2023,total_staff_2023,professionalization_pct_2023,staff_per_1000_2023,prof_staff_abs,p_fcm,p_ipppc,p_ippsh,cofinance_score,p_prof,p_profstaff,p_totinc,anchor_score,composite_score
La Estrella,CL LES,Libertador General Bernardo O'Higgins,4587.0,50.25,high,19.13,913402.0,63vj69us41h3zvmrzwct,CL,13.75,98.82,15.95,12.67,1.02,3.33,12.14,1.18,1.13,17.06,69.81,4.28,94.26,9.14,2.26,8.66,4.02,4200871.0,582.81,43.05,915821.0,28.0,19.0,47.0,34.04,10.25,15.9988,72.61146496815286,95.83333333333334,83.65384615384616,84.0,32.996632996633,6.397306397306397,8.012820512820513,15.8,49.9
Isla de Maipo,CL IDM,Metropolitana de Santiago,39062.0,50.11,high,20.07,1188186.0,66j8184xffnk0vum6wbd,CL,9.33,99.83,13.38,7.0,0.83,7.21,14.05,1.3,1.01,67.47,69.42,6.25,95.14,9.67,19.54,15.04,7.62,9944289.0,94.48,39.79,254577.0,46.0,63.0,109.0,31.19,2.79,33.9971,72.92993630573248,44.230769230769226,79.8076923076923,65.7,19.023569023569024,44.27609427609428,49.358974358974365,37.6,51.6
Salamanca,CL SAL,Coquimbo,27789.0,50.09,high,18.05,900000.0,66mf81fp8k72sjrgk2q1,CL,10.53,98.89,8.3,8.73,0.57,6.44,4.74,20.46,1.38,37.92,71.24,9.65,94.58,9.22,14.13,14.6,10.12,9890132.0,134.97,40.59,355901.0,,,,,,,73.2484076433121,68.58974358974359,80.44871794871796,74.1,,,49.03846153846153,49.0,61.6
Santa Cruz,CL SCZ,Libertador General Bernardo O'Higgins,40754.0,49.89,medium,18.83,891459.0,63v4zjqtyp5f90u77j0x,CL,12.9,99.66,19.06,6.94,1.25,5.0,7.38,0.87,0.64,47.53,67.34,2.92,94.2,9.72,20.43,20.0,6.65,12592700.0,122.12,40.96,308993.0,82.0,57.0,139.0,68.35,3.41,95.0065,73.56687898089172,61.858974358974365,81.08974358974359,72.2,97.3063973063973,83.16498316498317,59.61538461538461,80.0,76.1
Chillán,CL YAI,Ñuble,188835.0,49.43,medium,25.82,893000.0,63kxwwj85f1bmzbm5cf9,CL,13.78,99.84,4.8,8.87,1.18,6.2,7.55,1.22,0.79,65.26,66.52,4.06,95.58,10.57,32.28,22.63,11.48,53872403.0,113.83,42.86,285288.0,241.0,227.0,468.0,34.19,2.48,160.0092,73.88535031847134,57.37179487179487,83.33333333333334,71.5,33.33333333333333,90.57239057239057,89.74358974358975,71.2,71.4
Hualpén,CL HPN,Biobío,87346.0,49.32,medium,16.65,1072467.0,637yxwu29tcd3gjg2ugh,CL,13.15,99.95,2.28,9.12,1.24,7.83,11.11,2.41,0.72,78.7,67.45,6.85,96.5,10.84,49.99,20.67,9.39,26382693.0,109.64,40.69,302048.0,85.0,196.0,281.0,38.43,3.22,107.9883,74.20382165605096,53.52564102564102,80.76923076923077,69.5,48.484848484848484,85.85858585858585,80.76923076923077,71.7,70.6
Curicó,CL CUR,Maule,158659.0,47.08,medium,26.11,923300.0,63txf8pr67qtwr6zkqgv,CL,11.7,99.82,16.9,6.97,1.07,5.7,8.41,0.94,0.69,69.44,67.4,5.44,95.35,10.03,20.85,22.04,10.05,40714689.0,101.83,42.44,256618.0,361.0,220.0,581.0,18.07,3.66,104.9867,74.52229299363057,49.358974358974365,83.01282051282051,69.0,0.33670033670033667,84.84848484848484,85.57692307692307,56.9,63.0
Romeral,CL ROM,Maule,17216.0,46.88,medium,22.65,977500.0,63v8wbj2vu5pcrrwp8sj,CL,12.71,99.55,37.04,5.51,0.53,6.04,7.8,0.74,0.66,40.48,70.88,7.49,93.27,9.01,8.1,11.35,4.98,6885246.0,172.97,42.06,399933.0,55.0,43.0,98.0,41.84,5.69,41.00320000000001,74.8407643312102,78.84615384615384,82.6923076923077,78.8,62.79461279461279,55.55555555555556,31.73076923076923,50.0,64.4
Talca,CL TLX,Maule,230184.0,46.33,medium,21.37,905639.0,63tn6wsce54neehyj4dt,CL,11.7,99.93,3.9,9.6,1.35,5.38,8.36,1.29,0.66,68.63,66.2,3.46,95.73,10.64,30.08,24.68,7.47,57123517.0,106.77,45.06,248165.0,311.0,158.0,469.0,32.41,2.04,152.00289999999998,75.1592356687898,51.92307692307693,86.21794871794873,71.1,24.579124579124578,89.56228956228956,90.7051282051282,68.3,69.7
San Fernando,CL SFD,Libertador General Bernardo O'Higgins,75449.0,46.22,medium,21.83,957158.0,63vf37hs0xm8b7j780u6,CL,13.51,99.6,14.51,6.91,0.81,5.37,9.79,1.44,0.89,62.95,65.16,5.16,95.39,9.95,24.0,22.3,12.66,21049104.0,115.73,44.28,278985.0,57.0,35.0,92.0,32.61,1.22,30.0012,75.47770700636943,58.333333333333336,85.25641025641025,73.0,26.262626262626267,35.35353535353536,77.24358974358975,46.3,59.6
Padre Hurtado,CL PHU,Metropolitana de Santiago,81112.0,45.98,medium,9.38,1410312.0,66j95711rhzh3r7xfkcb,CL,9.76,99.89,1.49,8.23,1.01,9.08,14.04,1.61,1.14,76.04,71.05,8.76,95.67,10.09,27.3,17.67,6.77,20185341.0,104.32,41.31,248858.0,91.0,84.0,175.0,34.29,2.16,60.0075,75.79617834394904,50.32051282051282,82.05128205128204,69.4,33.670033670033675,71.71717171717171,75.32051282051282,60.2,64.8
Lago Ranco,CL RNC,Los Ríos,10527.0,45.74,medium,30.58,723556.0,62udmf6krqdq443wjyru,CL,13.14,97.76,18.04,15.69,0.99,3.4,5.91,0.46,0.71,16.59,72.67,51.82,93.1,8.52,11.33,9.0,8.57,10304744.0,328.88,32.81,978887.0,50.0,35.0,85.0,52.94,8.07,44.998999999999995,76.11464968152866,90.7051282051282,68.91025641025641,78.6,88.88888888888889,60.26936026936027,50.96153846153846,66.7,72.6
La Florida,CL LFL,Metropolitana de Santiago,373466.0,45.65,medium,14.16,1261667.0,66jc6b67r04fvb35965b,CL,9.94,99.95,0.27,7.68,1.11,6.42,6.87,1.43,0.53,80.62,60.87,7.83,97.11,11.27,52.72,29.78,8.91,155867778.0,111.06,28.99,417355.0,507.0,283.0,790.0,36.2,2.12,285.98,76.43312101910828,55.12820512820513,62.82051282051282,64.8,40.74074074074074,98.31649831649831,99.03846153846155,79.4,72.1
Rancagua,CL QRC,Libertador General Bernardo O'Higgins,254165.0,45.48,medium,20.25,1056238.0,63vtue8gh28vyz80cpjg,CL,11.84,99.89,4.17,7.03,1.1,6.0,7.96,9.87,0.84,71.76,61.45,5.75,96.09,10.49,31.98,29.25,10.43,94791180.0,97.51,28.01,372951.0,293.0,199.0,492.0,40.24,1.94,197.98080000000002,76.7515923566879,47.43589743589743,59.93589743589743,61.4,57.57575757575758,93.60269360269359,95.1923076923077,82.1,71.8
Temuco,CL ZCO,La Araucanía,290433.0,45.26,medium,26.39,940000.0,63h7frszvy50xy0hs2e8,CL,11.29,99.62,2.0,9.55,0.99,5.84,6.62,0.53,0.75,68.84,62.7,24.63,96.39,11.03,39.59,26.95,10.47,84562683.0,123.34,44.95,291161.0,483.0,295.0,778.0,29.95,2.68,233.011,77.07006369426752,63.78205128205128,85.8974358974359,75.6,14.47811447811448,95.28619528619528,94.87179487179486,68.2,71.9
Sagrada Familia,CL SAF,Maule,19416.0,44.3,medium,16.96,866554.0,63v0m1d327zbjh4k4p38,CL,11.05,99.56,46.13,4.68,0.75,4.42,8.95,0.72,0.76,42.09,72.57,4.06,92.35,8.59,12.46,9.23,2.55,10376902.0,198.54,37.68,534451.0,56.0,52.0,108.0,37.04,5.56,40.0032,77.38853503184714,82.6923076923077,78.52564102564102,79.5,44.107744107744104,54.882154882154886,51.60256410256411,50.2,64.8
Tiltil,CL TIL,Metropolitana de Santiago,19534.0,44.22,medium,26.53,908935.0,66jegjje8gkhj6pszf6g,CL,10.99,99.53,6.4,8.62,1.31,7.47,13.19,5.85,3.31,53.36,66.5,6.65,94.64,9.67,21.87,15.54,14.11,9967159.0,131.12,29.29,510247.0,57.0,50.0,107.0,21.5,5.48,23.005,77.70700636942675,67.3076923076923,63.78205128205128,69.6,1.6835016835016834,19.19191919191919,49.67948717948718,23.5,46.6
Independencia,CL IND,Metropolitana de Santiago,116089.0,43.24,medium,19.97,1055000.0,66j9zvp61rx4qk610bp7,CL,8.29,99.95,0.26,7.73,0.89,8.25,8.91,0.92,0.47,69.75,25.59,4.21,97.22,10.95,66.89,65.94,5.71,27940024.0,85.37,46.41,240678.0,194.0,129.0,323.0,27.24,2.78,87.98519999999999,78.02547770700637,36.858974358974365,86.53846153846155,67.1,7.07070707070707,81.14478114478115,82.05128205128204,56.8,62.0
Río Claro,CL RCL,Maule,14270.0,42.92,medium,11.96,890103.0,63tr6jnczdrnkt4098q6,CL,13.62,99.52,50.61,6.72,0.55,4.16,4.39,0.91,1.31,25.54,74.31,3.44,91.52,8.37,16.31,7.7,6.15,10309040.0,227.76,33.23,722427.0,38.0,54.0,92.0,39.13,6.45,35.9996,78.34394904458598,86.21794871794873,70.51282051282051,78.4,52.02020202020202,48.148148148148145,51.28205128205128,50.5,64.4
Vichuquén,CL VCQ,Maule,4710.0,42.86,medium,22.96,746668.0,63ucc16dp73s82uqpn3j,CL,15.96,98.93,12.54,18.83,0.43,2.35,5.62,0.67,0.67,16.09,66.7,13.22,93.05,9.16,2.49,12.0,0.0,6588801.0,627.53,41.23,1398896.0,25.0,30.0,55.0,41.82,11.68,23.001,78.6624203821656,96.15384615384616,81.73076923076923,85.5,62.2895622895623,18.181818181818183,29.807692307692307,36.8,61.2
Taltal,CL TTC,Antofagasta,11913.0,42.04,medium,28.33,883333.0,67w240rvnf4grm2rkrtx,CL,11.58,98.39,10.18,5.73,1.32,5.69,4.01,22.62,1.32,49.61,70.95,25.75,95.89,9.47,8.16,13.15,10.87,7311499.0,266.7,50.81,613741.0,,,,,,,78.98089171974522,88.14102564102564,89.42307692307693,85.5,,,35.57692307692308,35.6,60.6
Colbún,CL COB,Maule,22568.0,41.93,medium,34.51,668079.0,63tdbb6fyj7xgqujpfyu,CL,14.04,99.5,22.65,13.93,2.31,4.13,6.02,5.19,1.31,28.28,74.71,5.44,93.31,8.83,15.4,10.54,11.86,19423121.0,276.12,33.07,860649.0,38.0,25.0,63.0,30.16,2.79,19.000799999999998,79.29936305732484,88.46153846153845,69.87179487179486,79.2,15.656565656565657,11.11111111111111,74.35897435897436,33.7,56.4
María Pinto,CL MPI,Metropolitana de Santiago,15350.0,41.89,medium,31.16,813718.0,66j37tf5tf9rupmbc7yd,CL,10.85,99.65,25.79,7.35,0.76,9.44,6.27,1.03,0.79,50.17,75.71,6.81,94.42,9.29,24.37,8.62,10.08,12370959.0,204.52,25.63,805926.0,49.0,37.0,86.0,33.72,5.6,28.9992,79.61783439490446,83.01282051282051,55.12820512820513,72.6,29.96632996632997,32.659932659932664,58.97435897435898,40.5,56.6
Curacaví,CL CRV,Metropolitana de Santiago,35064.0,41.14,medium,25.21,1052889.0,66j6ntc1f32q21n6nz2g,CL,10.63,99.66,9.64,8.8,1.17,9.9,8.32,1.47,0.75,55.22,68.95,6.06,95.49,10.02,14.75,14.84,6.95,10966436.0,135.59,46.9,312755.0,70.0,49.0,119.0,26.05,3.39,30.9995,79.93630573248407,68.91025641025641,86.85897435897436,78.6,4.040404040404041,37.71043771043771,55.12820512820513,32.3,55.4
Copiapó,CL CPO,Atacama,167281.0,40.71,medium,19.43,1080000.0,67nke5j747514yybduf3,CL,9.26,99.49,2.33,7.41,1.4,6.54,4.98,20.17,1.02,66.39,64.29,23.96,96.28,10.25,27.53,22.98,8.07,50217715.0,124.88,43.58,300200.0,173.0,75.0,248.0,30.24,1.48,74.9952,80.2547770700637,64.42307692307693,84.61538461538461,76.4,16.161616161616163,77.44107744107744,88.78205128205127,60.8,68.6
Frutillar,CL FRT,Los Lagos,22527.0,39.92,medium,23.77,919878.0,62sn28q7pmh6fz68wgc6,CL,9.52,99.59,13.95,13.36,1.17,5.99,7.55,0.7,0.51,57.17,66.36,24.66,95.22,9.51,23.46,17.55,6.92,8757635.0,185.57,43.82,388762.0,44.0,32.0,76.0,39.47,3.37,29.9972,80.57324840764332,81.41025641025641,84.93589743589743,82.3,53.198653198653204,34.68013468013468,43.91025641025641,43.9,63.1
San Bernardo,CL SBD,Metropolitana de Santiago,304977.0,39.22,medium,19.97,1127786.0,66j8wturv8272k32se1q,CL,11.35,99.84,1.16,9.65,1.17,9.22,11.08,1.71,0.95,73.15,65.96,9.55,95.66,9.91,51.53,22.41,10.15,120528456.0,115.06,32.99,395205.0,258.0,153.0,411.0,29.93,1.35,123.01230000000001,80.89171974522293,58.01282051282052,69.55128205128204,69.5,14.14141414141414,87.20538720538721,97.11538461538461,66.2,67.8
Coquimbo,CL CQQ,Coquimbo,262907.0,39.17,medium,28.31,948000.0,66tk01n61cvj9zgz9m4v,CL,10.1,99.53,4.87,9.67,1.05,6.55,6.2,10.75,0.71,68.87,66.05,9.14,96.29,10.37,29.92,23.0,9.69,81828789.0,160.67,53.23,311246.0,311.0,250.0,561.0,41.18,2.13,231.0198,81.21019108280254,76.6025641025641,91.34615384615384,83.1,60.77441077441077,94.94949494949495,94.55128205128204,83.4,83.2
Requínoa,CL REQ,Libertador General Bernardo O'Higgins,29482.0,38.57,medium,18.4,1030000.0,63vu8je8gcg9dbmxqy4w,CL,10.49,99.69,27.92,6.09,0.86,5.63,9.47,4.51,0.99,55.73,70.16,7.02,94.58,9.43,13.46,13.93,9.16,9280087.0,139.4,47.18,314771.0,69.0,37.0,106.0,41.51,3.6,44.0006,81.52866242038216,70.51282051282051,87.5,79.8,61.95286195286195,58.92255892255892,46.15384615384615,55.7,67.8
Puerto Montt,CL PMC,Los Lagos,274146.0,38.53,medium,21.41,1000039.0,62s5zx0pkregvrh16mmy,CL,9.65,99.59,9.99,9.08,1.09,9.5,10.15,0.35,0.88,62.16,64.08,20.31,95.84,10.26,33.08,26.3,6.56,75294660.0,142.29,52.58,274652.0,378.0,292.0,670.0,36.87,2.44,247.02899999999997,81.84713375796179,71.7948717948718,90.7051282051282,81.4,43.09764309764309,95.95959595959596,93.58974358974359,77.5,79.4
Villarrica,CL VIL,La Araucanía,67335.0,38.35,medium,28.1,944156.0,63h8mmmqngfkbhemfjq9,CL,11.52,99.17,5.62,12.77,1.41,4.37,8.2,0.8,0.63,52.67,65.29,26.37,95.6,9.89,26.89,19.85,6.26,19851897.0,159.78,48.55,294823.0,139.0,90.0,229.0,34.5,3.4,79.005,82.1656050955414,75.96153846153845,88.78205128205127,82.3,35.01683501683502,79.12457912457911,75.0,63.0,72.6
Osorno,CL ZOS,Los Lagos,165121.0,37.97,medium,22.37,900000.0,62u0byu48e6p76nf9m89,CL,10.96,99.69,6.78,9.09,2.25,7.03,8.86,0.35,0.65,60.47,62.71,29.18,95.69,10.22,38.2,23.29,7.86,44804307.0,130.29,51.09,271342.0,316.0,210.0,526.0,38.59,3.19,202.98340000000002,82.48407643312102,66.66666666666666,89.74358974358975,79.6,49.831649831649834,93.93939393939394,87.17948717948718,77.0,78.3
San Pedro de la Paz,CL SPP,Biobío,150671.0,37.5,medium,16.65,1100500.0,63kn0tgxxhe0ujv2b2g4,CL,10.02,99.87,2.29,10.94,1.05,6.45,9.49,2.01,0.9,80.69,70.71,8.11,95.91,10.91,34.38,21.74,9.37,30945738.0,98.82,48.49,205386.0,174.0,109.0,283.0,51.24,1.88,145.0092,82.80254777070064,48.07692307692308,88.46153846153845,73.1,85.85858585858585,88.88888888888889,83.97435897435898,86.2,79.6
San José de Maipo,CL SJM,Metropolitana de Santiago,17289.0,37.02,medium,15.79,1200000.0,66n0kbm1knukyfe56upc,CL,10.4,99.27,2.35,9.21,1.56,4.76,5.52,5.75,1.18,58.34,56.33,6.34,96.03,10.64,29.4,18.04,8.85,7836018.0,176.53,43.55,453237.0,70.0,39.0,109.0,31.19,6.3,33.9971,83.12101910828025,80.12820512820514,84.2948717948718,82.5,19.023569023569024,44.27609427609428,41.02564102564102,34.8,58.6
Calle Larga,CL CLL,Valparaíso,16594.0,36.7,medium,24.99,918089.0,66jud9qzyqnt525bkt2w,CL,11.02,99.73,11.12,7.47,0.94,7.05,5.22,14.97,0.73,62.88,69.98,5.95,94.94,9.86,17.95,16.37,6.58,12849726.0,246.67,33.38,774360.0,36.0,51.0,87.0,39.08,5.24,33.9996,83.43949044585987,86.85897435897436,71.7948717948718,80.7,51.515151515151516,45.11784511784512,61.21794871794872,52.6,66.6
Peñalolén,CL PLN,Metropolitana de Santiago,235724.0,36.35,medium,11.42,1313334.0,66jce0jj89dpuqbg8xpm,CL,10.12,99.92,0.31,10.1,1.21,6.35,5.83,1.42,0.67,73.49,61.44,10.47,96.4,10.66,47.43,24.74,7.98,117798199.0,122.66,28.31,499729.0,325.0,214.0,539.0,33.58,2.29,180.9962,83.7579617834395,62.5,60.57692307692307,68.9,29.629629629629626,92.25589225589226,96.7948717948718,72.9,70.9
La Cisterna,CL LCI,Metropolitana de Santiago,102478.0,36.31,medium,20.29,1130166.0,66jc2001h5cwnqjz3xqr,CL,9.53,99.95,0.26,6.37,1.1,8.49,9.45,1.15,0.55,76.15,43.94,6.57,97.22,11.2,54.27,44.24,8.78,24153037.0,114.84,48.2,235690.0,,,,,,,84.07643312101911,57.692307692307686,87.82051282051282,76.5,,,79.8076923076923,79.8,78.2
Papudo,CL PAP,Valparaíso,7553.0,34.53,medium,18.03,990724.0,66jpr8nud8y0yjuu8een,CL,12.52,99.51,5.21,15.58,0.78,3.75,4.72,1.88,0.87,46.9,70.03,7.46,95.78,9.87,25.18,15.74,8.11,7821540.0,576.13,47.03,1035554.0,24.0,30.0,54.0,31.48,7.15,16.999200000000002,84.39490445859873,95.51282051282051,87.17948717948718,89.0,20.875420875420875,7.07070707070707,40.38461538461539,22.8,55.9
Diego de Almagro,CL DDA,Atacama,11339.0,34.22,medium,20.43,1099415.0,67qfc86q3bxm9nzp8zgp,CL,11.72,99.27,0.17,7.7,0.93,5.28,4.48,28.88,1.77,35.08,43.39,15.34,96.2,9.89,14.32,18.72,7.4,8469167.0,309.13,51.17,746906.0,73.0,48.0,121.0,35.54,10.67,43.0034,84.71337579617834,90.06410256410257,90.06410256410257,88.3,38.04713804713805,57.91245791245792,42.30769230769231,46.1,67.2
Las Cabras,CL LCB,Libertador General Bernardo O'Higgins,27510.0,33.91,medium,20.6,900000.0,63vm8u3pf9k1rjykh452,CL,12.84,99.56,32.71,8.1,0.44,4.24,7.16,1.16,0.93,27.74,66.97,6.07,93.76,8.92,7.38,15.74,9.24,10450723.0,208.55,54.92,379888.0,59.0,55.0,114.0,42.11,4.14,48.005399999999995,85.03184713375796,83.65384615384616,91.98717948717949,86.9,63.63636363636363,64.3097643097643,51.92307692307693,60.0,73.4
Paine,CL PNE,Metropolitana de Santiago,78495.0,32.93,medium,16.7,1205423.0,63vxmg77hsz36djf37nr,CL,11.09,99.78,18.83,8.3,0.81,6.65,11.06,1.2,0.78,66.48,64.68,6.73,95.06,9.63,16.52,17.75,5.6,21431603.0,122.99,49.96,273031.0,137.0,113.0,250.0,25.6,3.18,64.0,85.35031847133757,63.46153846153846,89.1025641025641,79.3,3.7037037037037033,73.23232323232324,77.88461538461539,51.6,65.4
Pelarco,CL PEL,Maule,9229.0,32.18,medium,17.46,874600.0,63tq8qsw8pg1ng4npkzw,CL,16.09,99.4,32.97,8.99,0.78,3.99,7.54,1.4,1.14,26.44,73.08,3.48,92.1,8.78,17.6,7.02,12.06,14769850.0,521.53,32.95,1600374.0,40.0,55.0,95.0,32.63,10.29,30.998500000000003,85.6687898089172,94.55128205128204,69.23076923076923,83.2,26.599326599326602,36.7003367003367,65.7051282051282,43.0,63.1
La Serena,CL LSC,Coquimbo,246835.0,31.25,medium,20.49,1078921.0,66tqwcp32s8r1pj586t0,CL,9.61,99.67,2.54,8.51,0.86,5.43,4.84,12.64,0.78,71.22,63.1,10.65,96.7,10.93,34.86,26.6,9.48,97641731.0,125.1,33.71,395575.0,422.0,234.0,656.0,41.31,2.66,270.9936,85.98726114649682,64.74358974358975,72.43589743589743,74.4,61.61616161616161,97.64309764309765,95.51282051282051,84.9,79.6
Punta Arenas,CL PUQ,Magallanes y de la Antártica Chilena,130452.0,30.27,medium,15.62,1270000.0,4qkyc4he1w59hu26ugbn,CL,9.06,99.83,3.73,10.43,1.16,8.92,7.2,2.21,0.64,76.44,64.09,22.39,96.96,10.81,23.79,23.48,4.38,67045081.0,161.92,35.0,513944.0,295.0,158.0,453.0,41.06,3.47,186.0018,86.30573248407643,76.92307692307693,74.67948717948718,79.3,59.59595959595959,92.5925925925926,92.3076923076923,81.5,80.4
Rinconada,CL RIN,Valparaíso,11837.0,30.13,medium,22.75,833333.0,66jszp1366tqz5fc85s9,CL,9.59,99.49,16.88,6.78,0.87,6.67,4.67,11.69,1.05,60.84,73.71,5.69,94.7,9.85,5.62,13.8,12.75,9333783.0,280.67,35.62,788526.0,20.0,22.0,42.0,40.48,3.55,17.0016,86.62420382165605,89.1025641025641,76.6025641025641,84.1,58.58585858585859,8.585858585858585,46.794871794871796,38.0,61.0
Buin,CL BUI,Metropolitana de Santiago,116687.0,30.11,medium,15.98,1286000.0,66j8n23jmt1xngzwz0xq,CL,9.22,99.87,8.92,7.49,1.15,7.06,10.5,1.84,0.79,75.52,70.93,6.56,95.62,10.17,31.25,17.0,10.06,39620969.0,106.94,31.32,339549.0,133.0,95.0,228.0,30.26,1.95,68.9928,86.94267515923568,52.243589743589745,66.66666666666666,68.6,16.4983164983165,76.0942760942761,85.25641025641025,59.3,64.0
Talcahuano,CL TAL,Biobío,145925.0,29.59,medium,21.28,1057551.0,63kp0s4ep8dg5cejx64z,CL,12.33,99.8,5.33,7.46,0.98,7.72,11.35,2.16,0.72,76.41,66.07,6.31,96.34,10.82,45.05,19.02,9.76,44096055.0,157.71,56.59,302183.0,317.0,108.0,425.0,27.53,2.91,117.0025,87.26114649681529,75.64102564102564,93.26923076923077,85.4,7.744107744107744,86.86868686868688,86.85897435897436,60.5,73.0
Renca,CL REN,Metropolitana de Santiago,143321.0,29.37,medium,23.12,949889.0,66j9yx3swpprtu55ds1t,CL,12.37,99.95,0.36,9.79,1.08,12.54,12.2,1.43,1.01,70.49,62.8,11.5,95.73,9.53,53.56,23.76,9.8,72644801.0,147.58,33.09,506868.0,370.0,163.0,533.0,29.27,3.72,156.00910000000002,87.57961783439491,73.3974358974359,70.1923076923077,77.1,11.447811447811448,90.23569023569024,93.26923076923077,65.0,71.0
María Elena,CL MAE,Antofagasta,4815.0,29.24,medium,7.06,1360000.0,6knd760f84zvzqyr9h8r,CL,6.61,99.81,0.14,9.6,2.55,5.05,5.19,26.66,1.25,46.42,6.0,13.2,96.66,10.14,9.88,47.06,4.84,15025847.0,657.96,28.87,3120633.0,36.0,27.0,63.0,33.33,13.08,20.997899999999998,87.89808917197452,96.47435897435898,62.17948717948718,82.2,28.619528619528616,14.14141414141414,66.66666666666666,36.5,59.4
Pudahuel,CL PUD,Metropolitana de Santiago,227540.0,29.21,medium,17.69,1205000.0,66j9gem5nek5f2z6geu2,CL,10.83,99.94,0.62,8.18,0.96,12.81,8.43,1.31,0.63,74.52,66.01,9.53,96.2,10.2,54.48,23.18,9.18,114481974.0,190.28,43.24,503129.0,261.0,148.0,409.0,36.67,1.8,149.9803,88.21656050955414,81.73076923076923,83.97435897435898,84.6,42.08754208754209,89.22558922558923,96.15384615384616,75.8,80.2
Calama,CL CJC,Antofagasta,164641.0,29.15,medium,21.23,1151250.0,6kp1yk3u9uf93g90eu9g,CL,7.83,99.57,0.39,6.43,0.9,8.24,5.01,26.74,0.74,72.58,47.46,27.62,96.64,10.25,25.5,38.43,10.76,70697448.0,129.62,35.83,429404.0,149.0,149.0,298.0,26.51,1.81,78.99980000000001,88.53503184713375,66.02564102564102,76.92307692307693,77.2,5.723905723905724,78.45117845117845,92.94871794871796,59.0,68.1
Calera de Tango,CL CDT,Metropolitana de Santiago,25390.0,28.73,medium,20.98,1093913.0,66j8tph4hynd7ft04g95,CL,8.0,99.82,7.02,6.9,0.77,8.63,9.57,1.51,0.85,60.5,68.13,4.5,95.53,10.36,29.88,14.72,9.56,14553423.0,170.15,34.93,573195.0,53.0,98.0,151.0,30.46,5.95,45.9946,88.85350318471338,78.52564102564102,74.35897435897436,80.6,16.835016835016837,61.27946127946128,63.78205128205128,47.3,64.0
Pica,CL PIC,Tarapacá,6263.0,28.36,medium,22.33,1100000.0,6kqgrz7n3h5whzz48bfb,CL,10.27,98.81,11.97,10.83,0.68,4.26,4.64,10.22,0.53,31.18,47.11,60.98,96.14,9.38,18.79,32.06,7.24,9782891.0,905.93,57.7,1562014.0,,,,,,,89.171974522293,98.3974358974359,93.58974358974359,93.7,,,47.756410256410255,47.8,70.8
Machalí,CL MCI,Libertador General Bernardo O'Higgins,60791.0,27.05,medium,13.41,1353750.0,63vuzb55umm9upmq253f,CL,9.0,99.8,3.12,7.17,0.94,3.7,5.66,18.3,0.67,76.59,70.24,4.34,96.17,11.05,18.91,20.45,10.25,14783391.0,127.03,54.69,243184.0,68.0,58.0,126.0,53.17,2.07,66.9942,89.49044585987261,65.06410256410257,91.66666666666666,82.1,89.56228956228956,75.42087542087542,66.02564102564102,77.0,79.6
Puchuncaví,CL PCI,Valparaíso,22443.0,26.65,medium,20.07,1018977.0,66jjxwchqvj9f1ncwd17,CL,13.1,98.92,2.93,13.08,1.61,6.17,6.41,3.67,1.14,47.26,65.71,5.91,96.05,10.02,27.24,17.78,1.59,13299944.0,351.56,55.4,592610.0,75.0,7.0,82.0,86.59,3.65,71.0038,89.80891719745223,91.34615384615384,92.62820512820514,91.3,98.65319865319864,76.43097643097643,62.5,79.2,85.2
Tierra Amarilla,CL TAM,Atacama,11769.0,26.51,medium,19.89,982378.0,67n3qxehwwf8e2bgcy24,CL,9.54,99.03,15.39,4.36,0.62,5.89,3.61,30.05,0.83,26.2,65.13,31.69,94.84,8.86,13.07,10.63,14.66,10646934.0,475.95,64.46,904659.0,46.0,58.0,104.0,31.73,8.84,32.9992,90.12738853503184,93.91025641025641,95.51282051282051,93.2,21.548821548821547,41.41414141414141,52.56410256410257,38.5,65.8
San Joaquín,CL SJQ,Metropolitana de Santiago,94590.0,25.54,medium,25.51,1069166.0,66jc2y1znf9npyrkjhgv,CL,12.6,99.94,0.21,7.14,1.19,7.8,10.53,1.04,0.61,72.65,47.74,7.4,96.8,10.6,50.58,32.94,7.64,47651941.0,168.53,36.58,503774.0,217.0,203.0,420.0,30.95,4.44,129.99,90.44585987261146,78.2051282051282,77.88461538461539,82.2,18.181818181818183,87.87878787878788,87.5,64.5,73.4
Pirque,CL PIR,Metropolitana de Santiago,28949.0,23.12,low (autonomous),15.06,1320177.0,66jb5tdx2m4k1g3k49vc,CL,8.69,99.71,5.79,8.81,1.15,5.99,9.57,1.67,1.05,63.68,70.9,5.46,96.17,10.58,27.16,12.33,7.3,12467310.0,212.96,55.36,430665.0,70.0,62.0,132.0,33.33,4.56,43.995599999999996,90.76433121019109,83.97435897435898,92.3076923076923,89.0,28.619528619528616,58.24915824915825,59.294871794871796,48.7,68.8
